opensource_control_id,opensource_control_domain,control_domain,Control_ID,Control_Statement,CSF_Subcategory_ID,CSF_Subcategory_Description
AC-CS-11,AC,IAC,IAC-CS-11,[INSERT USER TYPE] creation is permitted when appropriate approvals are obtained.,PR.AC-4,"Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties"
AC-CS-12,AC,IAC,IAC-CS-12,[INSERT USER TYPE] and access are provisioned by an authorized party.,PR.AC-1,"Identities and credentials are issued, managed, verified, revoked, and audited for authorized devices, users and processes"
AC-CS-12,AC,IAC,IAC-CS-12,[INSERT USER TYPE] and access are provisioned by an authorized party.,PR.AC-4,"Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties"
AC-CS-13,AC,IAC,IAC-CS-13,[INSERT USER TYPE] access is removed or disabled upon notification from an authorized party.,PR.AC-1,"Identities and credentials are issued, managed, verified, revoked, and audited for authorized devices, users and processes"
AC-CS-13,AC,IAC,IAC-CS-13,[INSERT USER TYPE] access is removed or disabled upon notification from an authorized party.,PR.AC-4,"Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties"
AC-CS-14,AC,IAC,IAC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,PR.AC-6,Identities are proofed and bound to credentials and asserted in interactions
AC-CS-14,AC,IAC,IAC-CS-14,Security requirements for [INSERT USER TYPE] and credentials are enforced.,PR.AC-7,"Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)"
AC-CS-15,AC,IAC,IAC-CS-15,Security requirements for [INSERT USER TYPE] and credentials are enforced.,PR.AC-6,Identities are proofed and bound to credentials and asserted in interactions
AC-CS-15,AC,IAC,IAC-CS-15,Security requirements for [INSERT USER TYPE] and credentials are enforced.,PR.AC-7,"Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)"
AC-CS-16,AC,IAC,IAC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,PR.AC-6,Identities are proofed and bound to credentials and asserted in interactions
AC-CS-16,AC,IAC,IAC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,PR.AC-7,"Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)"
AC-CS-17,AC,IAC,IAC-CS-17,Consumers are properly identified before a [INSERT USER TYPE] is created.,PR.AC-6,Identities are proofed and bound to credentials and asserted in interactions
AC-CS-2,AC,IAC,IAC-CS-2,Organizational Users are only provisioned with system and application access when an approved request has been documented.,PR.AC-1,"Identities and credentials are issued, managed, verified, revoked, and audited for authorized devices, users and processes"
AC-CS-2,AC,IAC,IAC-CS-2,Organizational Users are only provisioned with system and application access when an approved request has been documented.,PR.AC-4,"Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties"
AC-CS-3,AC,IAC,IAC-CS-3,Privileged accounts for Organizational Users are provisioned when an approved request has been documented.,PR.AC-1,"Identities and credentials are issued, managed, verified, revoked, and audited for authorized devices, users and processes"
AC-CS-3,AC,IAC,IAC-CS-3,Privileged accounts for Organizational Users are provisioned when an approved request has been documented.,PR.AC-4,"Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties"
AC-CS-4,AC,IAC,IAC-CS-4,"Organizational User accounts that are managed by an Enterprise Directory Service are disabled or deleted when no longer necessary, upon termination, or upon notification from an authorized party.",PR.AC-1,"Identities and credentials are issued, managed, verified, revoked, and audited for authorized devices, users and processes"
AC-CS-4,AC,IAC,IAC-CS-4,"Organizational User accounts that are managed by an Enterprise Directory Service are disabled or deleted when no longer necessary, upon termination, or upon notification from an authorized party.",PR.AC-4,"Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties"
AC-CS-5,AC,IAC,IAC-CS-5,"Organizational User accounts that are not managed by an Enterprise Directory Service are disabled or deleted when no longer necessary, upon termination, or upon notification from an authorized party.",PR.AC-1,"Identities and credentials are issued, managed, verified, revoked, and audited for authorized devices, users and processes"
AC-CS-5,AC,IAC,IAC-CS-5,"Organizational User accounts that are not managed by an Enterprise Directory Service are disabled or deleted when no longer necessary, upon termination, or upon notification from an authorized party.",PR.AC-4,"Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties"
AC-CS-6,AC,IAC,IAC-CS-6,The Company enforces security requirements for Organizational User accounts and credentials that are managed by an Enterprise Directory Service.,PR.AC-6,Identities are proofed and bound to credentials and asserted in interactions
AC-CS-6,AC,IAC,IAC-CS-6,The Company enforces security requirements for Organizational User accounts and credentials that are managed by an Enterprise Directory Service.,PR.AC-7,"Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)"
AC-CS-7,AC,IAC,IAC-CS-7,The Company enforces security requirements for Organizational User accounts and credentials that are not managed by an Enterprise Directory Service.,PR.AC-6,Identities are proofed and bound to credentials and asserted in interactions
AC-CS-7,AC,IAC,IAC-CS-7,The Company enforces security requirements for Organizational User accounts and credentials that are not managed by an Enterprise Directory Service.,PR.AC-7,"Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)"
AC-CS-8,AC,IAC,IAC-CS-8,The Company requires multi-factor authentication for remote network access.,PR.AC-6,Identities are proofed and bound to credentials and asserted in interactions
AC-CS-8,AC,IAC,IAC-CS-8,The Company requires multi-factor authentication for remote network access.,PR.AC-7,"Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)"
AC-CS-8,AC,IAC,IAC-CS-8,The Company requires multi-factor authentication for remote network access.,PR.MA-2,"Remote maintenance of organizational assets is approved, logged, and performed in a manner that prevents unauthorized access"
AC-CS-9,AC,IAC,IAC-CS-9,The Company requires multi-factor authentication based on the risk associated with the type of account and access.,PR.AC-6,Identities are proofed and bound to credentials and asserted in interactions
AC-CS-9,AC,IAC,IAC-CS-9,The Company requires multi-factor authentication based on the risk associated with the type of account and access.,PR.AC-7,"Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)"
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,PR.IP-9,Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RC.CO-1,Public relations are managed
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RC.CO-2,Reputation is repaired after an incident
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RC.CO-3,Recovery activities are communicated to internal and external stakeholders as well as executive and management teams
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RS.AN-2,The impact of the incident is understood
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RS.AN-3,Forensics are performed
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RS.AN-4,Incidents are categorized consistent with response plans
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RS.CO-1,Personnel know their roles and order of operations when a response is needed
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RS.CO-2,Incidents are reported consistent with established criteria
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RS.CO-3,Information is shared consistent with response plans
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RS.CO-4,Coordination with stakeholders occurs consistent with response plans
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RS.CO-5,Voluntary information sharing occurs with external stakeholders to achieve broader cybersecurity situational awareness
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RS.IM-1,Response plans incorporate lessons learned
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RS.IM-2,Response strategies are updated
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RS.MI-2,Incidents are mitigated
IR-CS-1,IR,IRO,IRO-CS-1,The Company maintains operational plans for incident response and recovery activities. ,RS.RP-1,Response plan is executed during or after an incident
IR-CS-2,IR,IRO,IRO-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,RC.CO-1,Public relations are managed
IR-CS-2,IR,IRO,IRO-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,RC.CO-3,Recovery activities are communicated to internal and external stakeholders as well as executive and management teams
IR-CS-2,IR,IRO,IRO-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,RS.AN-1,Notifications from detection systems are investigated 
IR-CS-2,IR,IRO,IRO-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,RS.AN-2,The impact of the incident is understood
IR-CS-2,IR,IRO,IRO-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,RS.AN-3,Forensics are performed
IR-CS-2,IR,IRO,IRO-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,RS.AN-4,Incidents are categorized consistent with response plans
IR-CS-2,IR,IRO,IRO-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,RS.CO-1,Personnel know their roles and order of operations when a response is needed
IR-CS-2,IR,IRO,IRO-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,RS.CO-3,Information is shared consistent with response plans
IR-CS-2,IR,IRO,IRO-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,RS.CO-4,Coordination with stakeholders occurs consistent with response plans
IR-CS-2,IR,IRO,IRO-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,RS.CO-5,Voluntary information sharing occurs with external stakeholders to achieve broader cybersecurity situational awareness
IR-CS-2,IR,IRO,IRO-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,RS.MI-1,Incidents are contained
IR-CS-2,IR,IRO,IRO-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,RS.MI-2,Incidents are mitigated
IR-CS-2,IR,IRO,IRO-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,RS.RP-1,Response plan is executed during or after an incident
IR-CS-3,IR,IRO,IRO-CS-3,The Company tests its security incident response capability biannually and updates its plans as needed. ,PR.IP-10,Response and recovery plans are tested
IR-CS-4,IR,IRO,IRO-CS-4,The Company conducts post security incident analysis and updates plans or procedures if areas for improvement are identified. ,PR.IP-7,Protection processes are improved
IR-CS-4,IR,IRO,IRO-CS-4,The Company conducts post security incident analysis and updates plans or procedures if areas for improvement are identified. ,PR.IP-9,Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed
IR-CS-4,IR,IRO,IRO-CS-4,The Company conducts post security incident analysis and updates plans or procedures if areas for improvement are identified. ,RS.IM-1,Response plans incorporate lessons learned
IR-CS-4,IR,IRO,IRO-CS-4,The Company conducts post security incident analysis and updates plans or procedures if areas for improvement are identified. ,RS.IM-2,Response strategies are updated
IR-CS-4,IR,IRO,IRO-CS-4,The Company conducts post security incident analysis and updates plans or procedures if areas for improvement are identified. ,RS.RP-1,Response plan is executed during or after an incident
IR-CS-5,IR,IRO,IRO-CS-5,The Company reports security incidents to the CISO and Board of Directors (or subcommittee) based on severity and in accordance with the Security Incident Response Plan. ,RC.CO-1,Public relations are managed
IR-CS-5,IR,IRO,IRO-CS-5,The Company reports security incidents to the CISO and Board of Directors (or subcommittee) based on severity and in accordance with the Security Incident Response Plan. ,RC.CO-2,Reputation is repaired after an incident
IR-CS-5,IR,IRO,IRO-CS-5,The Company reports security incidents to the CISO and Board of Directors (or subcommittee) based on severity and in accordance with the Security Incident Response Plan. ,RC.CO-3,Recovery activities are communicated to internal and external stakeholders as well as executive and management teams
IR-CS-5,IR,IRO,IRO-CS-5,The Company reports security incidents to the CISO and Board of Directors (or subcommittee) based on severity and in accordance with the Security Incident Response Plan. ,RS.CO-2,Incidents are reported consistent with established criteria
IR-CS-5,IR,IRO,IRO-CS-5,The Company reports security incidents to the CISO and Board of Directors (or subcommittee) based on severity and in accordance with the Security Incident Response Plan. ,RS.CO-3,Information is shared consistent with response plans
IR-CS-5,IR,IRO,IRO-CS-5,The Company reports security incidents to the CISO and Board of Directors (or subcommittee) based on severity and in accordance with the Security Incident Response Plan. ,RS.CO-4,Coordination with stakeholders occurs consistent with response plans
CM-CS-1,CM,MON,MON-CS-1,The Company has established roles and responsibilities for monitoring security events and responding to detected threat activity.,DE.DP-1,Roles and responsibilities for detection are well defined to ensure accountability
CM-CS-10,CM,MON,MON-CS-10,The Company has threat detection and prevention capabilities for inbound email.,DE.CM-1,The network is monitored to detect potential cybersecurity events
CM-CS-11,CM,MON,MON-CS-11,"The Company maintains a logging and alerting infrastructure to collect audit logs from in-scope networks, systems, and applications and to monitor those audit logs for evidence of threat activity.",DE.AE-3,Event data are collected and correlated from multiple sources and sensors
CM-CS-11,CM,MON,MON-CS-11,"The Company maintains a logging and alerting infrastructure to collect audit logs from in-scope networks, systems, and applications and to monitor those audit logs for evidence of threat activity.",PR.PT-1,"Audit/log records are determined, documented, implemented, and reviewed in accordance with policy"
CM-CS-12,CM,MON,MON-CS-12,The Company collects and stores audit logs in accordance with applicable data governance and retention requirements.,DE.DP-2,Detection activities comply with all applicable requirements
CM-CS-12,CM,MON,MON-CS-12,The Company collects and stores audit logs in accordance with applicable data governance and retention requirements.,PR.PT-1,"Audit/log records are determined, documented, implemented, and reviewed in accordance with policy"
CM-CS-13,CM,MON,MON-CS-13,"The Company determines audit log sources, collection requirements, and monitoring priorities using an established risk methodology.",PR.PT-1,"Audit/log records are determined, documented, implemented, and reviewed in accordance with policy"
CM-CS-14,CM,MON,MON-CS-14,The Company uses a security event and incident management system to analyze audit logs and detect threat activity.,DE.AE-2,Detected events are analyzed to understand attack targets and methods
CM-CS-14,CM,MON,MON-CS-14,The Company uses a security event and incident management system to analyze audit logs and detect threat activity.,DE.AE-3,Event data are collected and correlated from multiple sources and sensors
CM-CS-14,CM,MON,MON-CS-14,The Company uses a security event and incident management system to analyze audit logs and detect threat activity.,DE.AE-4,Impact of events is determined
CM-CS-14,CM,MON,MON-CS-14,The Company uses a security event and incident management system to analyze audit logs and detect threat activity.,DE.AE-5,Incident alert thresholds are established
CM-CS-14,CM,MON,MON-CS-14,The Company uses a security event and incident management system to analyze audit logs and detect threat activity.,DE.DP-4,Event detection information is communicated
CM-CS-15,CM,MON,MON-CS-15,"The Company has guidance for creating, storing, and transmitting audit logs for networks, systems, and applications.",PR.PT-1,"Audit/log records are determined, documented, implemented, and reviewed in accordance with policy"
CM-CS-16,CM,MON,MON-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,PR.PT-1,"Audit/log records are determined, documented, implemented, and reviewed in accordance with policy"
CM-CS-17,CM,MON,MON-CS-17,Application Owners enroll externally facing applications to be behind a web application firewall.,DE.CM-1,The network is monitored to detect potential cybersecurity events
CM-CS-17,CM,MON,MON-CS-17,Application Owners enroll externally facing applications to be behind a web application firewall.,DE.CM-3,Personnel activity is monitored to detect potential cybersecurity events
CM-CS-17,CM,MON,MON-CS-17,Application Owners enroll externally facing applications to be behind a web application firewall.,DE.CM-4,Malicious code is detected
CM-CS-17,CM,MON,MON-CS-17,Application Owners enroll externally facing applications to be behind a web application firewall.,DE.CM-5,Unauthorized mobile code is detected
CM-CS-17,CM,MON,MON-CS-17,Application Owners enroll externally facing applications to be behind a web application firewall.,DE.CM-6,External service provider activity is monitored to detect potential cybersecurity events
CM-CS-2,CM,MON,MON-CS-2,The Company monitors internal personnel activity to detect potential cybersecurity incidents.,DE.CM-3,Personnel activity is monitored to detect potential cybersecurity events
CM-CS-3,CM,MON,MON-CS-3,The Company monitors third-party personnel activity to detect potential cybersecurity incidents.,DE.CM-6,External service provider activity is monitored to detect potential cybersecurity events
CM-CS-4,CM,MON,MON-CS-4,"Monitoring for unauthorized connections, devices, and software is performed.",DE.CM-7,"Monitoring for unauthorized personnel, connections, devices, and software is performed"
CM-CS-5,CM,MON,MON-CS-5,Technologies and processes are in place to detect and remediate operational issues with security detection tools.,DE.DP-3,Detection processes are tested
CM-CS-5,CM,MON,MON-CS-5,Technologies and processes are in place to detect and remediate operational issues with security detection tools.,DE.DP-5,Detection processes are continuously improved
CM-CS-6,CM,MON,MON-CS-6,The Company tests the efficacy of security detection tools and remediates identified issues on  [INSERT TIME CADENCE].,DE.DP-3,Detection processes are tested
CM-CS-6,CM,MON,MON-CS-6,The Company tests the efficacy of security detection tools and remediates identified issues on  [INSERT TIME CADENCE].,DE.DP-5,Detection processes are continuously improved
CM-CS-7,CM,MON,MON-CS-7,The Company networks are monitored to detect threat activity.,DE.CM-1,The network is monitored to detect potential cybersecurity events
CM-CS-8,CM,MON,MON-CS-8,The Company applications are monitored to detect threat activity.,DE.CM-3,Personnel activity is monitored to detect potential cybersecurity events
CM-CS-8,CM,MON,MON-CS-8,The Company applications are monitored to detect threat activity.,DE.CM-4,Malicious code is detected
CM-CS-8,CM,MON,MON-CS-8,The Company applications are monitored to detect threat activity.,DE.CM-5,Unauthorized mobile code is detected
CM-CS-8,CM,MON,MON-CS-8,The Company applications are monitored to detect threat activity.,DE.CM-6,External service provider activity is monitored to detect potential cybersecurity events
CM-CS-9,CM,MON,MON-CS-9,The Company endpoints are monitored to detect malicious code and detect threat activity.,DE.CM-4,Malicious code is detected
CM-CS-9,CM,MON,MON-CS-9,The Company endpoints are monitored to detect malicious code and detect threat activity.,DE.CM-5,Unauthorized mobile code is detected
NI-CS-1,NI,NET,NET-CS-1,The Company maintains network diagrams and documentation describing the network topology which are reviewed and updated as needed. ,DE.AE-1,A baseline of network operations and expected data flows for users and systems is established and managed
NI-CS-1,NI,NET,NET-CS-1,The Company maintains network diagrams and documentation describing the network topology which are reviewed and updated as needed. ,PR.DS-7,The development and testing environment(s) are separate from the production environment
NI-CS-10,NI,NET,NET-CS-10,The Company implements and maintains controls to identify and prevent unauthorized devices from accessing its wireless network. ,PR.PT-4,Communications and control networks are protected
NI-CS-11,NI,NET,NET-CS-11,The Company implements and maintains controls to identify and prevent unauthorized devices from remotely accessing the network. ,PR.AC-3,Remote access is managed
NI-CS-11,NI,NET,NET-CS-11,The Company implements and maintains controls to identify and prevent unauthorized devices from remotely accessing the network. ,PR.PT-4,Communications and control networks are protected
NI-CS-2,NI,NET,NET-CS-2,The Company configures network devices to mitigate network security threats. ,PR.PT-4,Communications and control networks are protected
NI-CS-3,NI,NET,NET-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",PR.AC-3,Remote access is managed
NI-CS-3,NI,NET,NET-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",PR.DS-4,Adequate capacity to ensure availability is maintained
NI-CS-3,NI,NET,NET-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",PR.PT-4,Communications and control networks are protected
NI-CS-4,NI,NET,NET-CS-4,The Company permits external network connections from its network through boundary protection devices or services.,PR.PT-4,Communications and control networks are protected
NI-CS-5,NI,NET,NET-CS-5,The Company monitors its network for performance and capacity to maintain availability. ,DE.CM-1,The network is monitored to detect potential cybersecurity events
NI-CS-5,NI,NET,NET-CS-5,The Company monitors its network for performance and capacity to maintain availability. ,PR.DS-4,Adequate capacity to ensure availability is maintained
NI-CS-5,NI,NET,NET-CS-5,The Company monitors its network for performance and capacity to maintain availability. ,PR.PT-4,Communications and control networks are protected
NI-CS-6,NI,NET,NET-CS-6,"The Company regularly reviews and revises its segmentation strategy, policies, and methods on a [INSERT TIME FRAME] basis. ",DE.AE-1,A baseline of network operations and expected data flows for users and systems is established and managed
NI-CS-6,NI,NET,NET-CS-6,"The Company regularly reviews and revises its segmentation strategy, policies, and methods on a [INSERT TIME FRAME] basis. ",PR.AC-5,"Network integrity is protected (e.g., network segregation, network segmentation)"
NI-CS-7,NI,NET,NET-CS-7,The Company physically or logically separates its network based on function and class of data. ,PR.AC-5,"Network integrity is protected (e.g., network segregation, network segmentation)"
NI-CS-7,NI,NET,NET-CS-7,The Company physically or logically separates its network based on function and class of data. ,PR.PT-4,Communications and control networks are protected
NI-CS-8,NI,NET,NET-CS-8,"The Company separates its network by function with the user network segmented from production, non-production and internet-facing networks. Network design and implementation considers the principles of least privilege. ",PR.AC-5,"Network integrity is protected (e.g., network segregation, network segmentation)"
NI-CS-8,NI,NET,NET-CS-8,"The Company separates its network by function with the user network segmented from production, non-production and internet-facing networks. Network design and implementation considers the principles of least privilege. ",PR.DS-7,The development and testing environment(s) are separate from the production environment
NI-CS-8,NI,NET,NET-CS-8,"The Company separates its network by function with the user network segmented from production, non-production and internet-facing networks. Network design and implementation considers the principles of least privilege. ",PR.PT-4,Communications and control networks are protected
NI-CS-9,NI,NET,NET-CS-9,The Company implements and maintains controls to identify and prevent unauthorized devices from accessing its physical network. ,PR.PT-4,Communications and control networks are protected
PS-CS-1,PS,PHS,PHS-CS-1,The Company maintains a physical security standard which contains requirements for physical controls. ,PR.IP-5,Policy and regulations regarding the physical operating environment for organizational assets are met
PS-CS-10,PS,PHS,PHS-CS-10,The Company has designed and implemented environmental controls to protect information systems at all [INSERT TIER LEVEL] facilities. ,PR.AC-2,Physical access to assets is managed and protected
PS-CS-2,PS,PHS,PHS-CS-2,The Company performs Physical Security Assessments for all facilities on a [INSERT TIME FRAME] basis. ,PR.AC-2,Physical access to assets is managed and protected
PS-CS-3,PS,PHS,PHS-CS-3,The Company performs Physical Penetration Tests for [INSERT TIER LEVEL] facilities on a [INSERT TIME FRAME] basis. ,PR.AC-2,Physical access to assets is managed and protected
PS-CS-4,PS,PHS,PHS-CS-4,Electronic Access Control Systems (ACS) are used to secure [INSERT TIER LEVEL] facilities. ,PR.AC-2,Physical access to assets is managed and protected
PS-CS-5,PS,PHS,PHS-CS-5,The Company supervisors approve physical access requests before physical access is granted. ,PR.AC-2,Physical access to assets is managed and protected
PS-CS-6,PS,PHS,PHS-CS-6,Physical Access reviews are performed in accordance with the Access Management Team Review Process. ,PR.AC-2,Physical access to assets is managed and protected
PS-CS-7,PS,PHS,PHS-CS-7,Physical badge access is deprovisioned within [INSERT TIME FRAME] of notification of termination of an employee or contractor. ,PR.AC-2,Physical access to assets is managed and protected
PS-CS-8,PS,PHS,PHS-CS-8,Visitors at all [INSERT TIER LEVEL] facilities are required to sign-in on an approved visitor log or register in an electronic visitor management system. ,PR.AC-2,Physical access to assets is managed and protected
PS-CS-8,PS,PHS,PHS-CS-8,Visitors at all [INSERT TIER LEVEL] facilities are required to sign-in on an approved visitor log or register in an electronic visitor management system. ,PR.MA-1,"Maintenance and repair of organizational assets are performed and logged, with approved and controlled tools"
PS-CS-9,PS,PHS,PHS-CS-9,The Company uses video surveillance systems at [INSERT TIER LEVEL] facilities. ,DE.CM-2,The physical environment is monitored to detect potential cybersecurity events
PM-CS-1,PM,PM,PM-CS-1,The Company has a Patch Supervisor and Patch Management Group (PMG) responsible for supervising and reporting on patching.,PR.IP-12,A vulnerability management plan is developed and implemented
PM-CS-2,PM,PM,PM-CS-2,The Company provides training on patch management policies and procedures on a [INSERT TIME FRAME] basis.,PR.AT-1,All users are informed and trained
PM-CS-3,PM,PM,PM-CS-3,The Company performs a biannual assessment of its management and implementation of security updates and patches.,PR.IP-12,A vulnerability management plan is developed and implemented
PM-CS-4,PM,PM,PM-CS-4,"Patches are identified, assessed, and documented as they are made available by vendors.",DE.CM-8,Vulnerability scans are performed
PM-CS-4,PM,PM,PM-CS-4,"Patches are identified, assessed, and documented as they are made available by vendors.",ID.RA-1,Asset vulnerabilities are identified and documented
PM-CS-4,PM,PM,PM-CS-4,"Patches are identified, assessed, and documented as they are made available by vendors.",PR.IP-12,A vulnerability management plan is developed and implemented
PM-CS-4,PM,PM,PM-CS-4,"Patches are identified, assessed, and documented as they are made available by vendors.",RS.AN-5,"Processes are established to receive, analyze and respond to vulnerabilities disclosed to the organization from internal and external sources (e.g. internal testing, security bulletins, or security researchers)"
